Latitude (decimal degrees):	49.445
Longitude (decimal degrees):	11.859
Elevation (m):	379
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	142.4
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230803:0810,27786.51,248.85,40.71,18.17,5.45,0.0
20230803:0910,79190.06,682.67,49.03,19.2,6.14,0.0
20230803:1010,47160.03,411.64,55.29,20.01,7.03,0.0
20230803:1110,48951.42,428.02,58.07,20.48,6.83,0.0
20230803:1210,62478.0,543.54,56.41,20.61,6.41,0.0
20230803:1310,77679.2,673.94,50.92,20.64,6.41,0.0
20230803:1410,76655.34,663.86,43.01,20.67,6.07,0.0
20230803:1510,61686.26,537.38,33.86,20.43,5.31,0.0
20230803:1610,33211.95,306.86,24.2,19.86,4.34,0.0
20230803:1710,10108.98,128.7,14.49,19.27,3.45,0.0
20230803:1810,1723.04,27.15,5.12,18.58,2.83,0.0
20230803:1910,0.0,0.0,0.0,18.08,2.41,0.0
20230803:2010,0.0,0.0,0.0,17.03,2.34,0.0
20230803:2110,0.0,0.0,0.0,16.22,2.41,0.0
20230803:2210,0.0,0.0,0.0,15.51,2.28,0.0
20230803:2310,0.0,0.0,0.0,14.97,2.0,0.0
20230804:0010,0.0,0.0,0.0,14.86,1.86,0.0
20230804:0110,0.0,0.0,0.0,14.73,1.66,0.0
20230804:0210,0.0,0.0,0.0,14.66,1.59,0.0
20230804:0310,0.0,0.0,0.0,14.52,1.45,0.0
20230804:0410,0.0,1.81,2.58,14.07,1.17,0.0
20230804:0510,582.42,14.19,11.82,14.1,0.97,0.0
20230804:0610,9264.54,94.6,21.48,15.4,0.97,0.0
20230804:0710,17290.21,162.01,31.19,16.4,2.0,0.0
20230804:0810,43524.56,381.81,40.52,17.49,2.34,0.0
20230804:0910,91829.49,816.54,48.82,18.51,2.41,0.0
20230804:1010,57558.08,507.92,55.05,18.99,2.28,0.0
20230804:1110,92574.24,836.82,57.81,19.81,2.14,0.0
20230804:1210,41109.46,368.33,56.15,20.11,1.72,0.0
20230804:1310,30036.43,273.71,50.68,20.34,1.38,0.0
20230804:1410,35256.82,318.13,42.79,20.55,1.52,0.0
20230804:1510,10373.84,105.95,33.65,20.18,1.66,0.0
20230804:1610,5838.4,66.22,23.99,19.8,1.31,0.0
20230804:1710,6966.21,76.61,14.28,19.54,1.03,0.0
20230804:1810,1630.48,26.25,4.9,18.93,1.24,0.0
20230804:1910,0.0,0.0,0.0,17.52,1.59,0.0
20230804:2010,0.0,0.0,0.0,16.88,1.59,0.0
20230804:2110,0.0,0.0,0.0,16.38,1.72,0.0
20230804:2210,0.0,0.0,0.0,15.92,1.86,0.0
20230804:2310,0.0,0.0,0.0,15.6,1.86,0.0
20230805:0010,0.0,0.0,0.0,15.35,1.79,0.0
20230805:0110,0.0,0.0,0.0,15.16,1.93,0.0
20230805:0210,0.0,0.0,0.0,15.01,2.07,0.0
20230805:0310,0.0,0.0,0.0,14.66,2.07,0.0
20230805:0410,0.0,0.91,2.38,14.67,2.07,0.0
20230805:0510,1787.12,27.43,11.64,14.73,2.21,0.0
20230805:0610,13958.05,134.49,21.3,15.46,1.93,0.0
20230805:0710,14668.62,140.0,31.01,16.17,2.28,0.0
20230805:0810,27162.8,244.19,40.33,17.05,2.48,0.0
20230805:0910,35555.86,315.44,48.6,17.89,2.62,0.0
20230805:1010,46529.2,410.81,54.81,18.54,2.28,0.0
20230805:1110,20931.38,194.87,57.54,19.5,2.07,0.0
20230805:1210,15960.19,153.25,55.89,19.91,2.07,0.0
20230805:1310,9723.07,100.27,50.43,20.1,1.93,0.0
20230805:1410,7535.81,81.35,42.56,20.27,1.72,0.0
20230805:1510,14254.24,139.06,33.44,19.93,1.31,0.0
20230805:1610,4475.63,53.92,23.78,19.92,0.9,0.0
20230805:1710,8441.47,91.12,14.07,19.33,0.21,0.0
20230805:1810,0.0,3.62,4.68,18.32,0.28,0.0
20230805:1910,0.0,0.0,0.0,16.12,0.48,0.0
20230805:2010,0.0,0.0,0.0,15.77,0.55,0.0
20230805:2110,0.0,0.0,0.0,15.11,0.97,0.0
20230805:2210,0.0,0.0,0.0,14.35,1.24,0.0
20230805:2310,0.0,0.0,0.0,14.27,1.45,0.0
20230806:0010,0.0,0.0,0.0,13.86,1.72,0.0
20230806:0110,0.0,0.0,0.0,13.6,1.66,0.0
20230806:0210,0.0,0.0,0.0,13.3,1.31,0.0
20230806:0310,0.0,0.0,0.0,13.15,1.45,0.0
20230806:0410,85.44,7.24,2.19,13.16,1.72,0.0
20230806:0510,5831.28,65.44,11.45,13.16,2.28,0.0
20230806:0610,23857.7,221.52,21.12,13.42,2.55,0.0
20230806:0710,47503.22,409.74,30.82,14.31,3.1,0.0
20230806:0810,44763.44,386.83,40.13,15.4,3.17,0.0
20230806:0910,29105.14,259.5,48.39,16.69,3.24,0.0
20230806:1010,51648.48,447.29,54.56,16.62,3.72,0.0
20230806:1110,45790.14,394.11,57.27,15.69,5.45,0.0
20230806:1210,85252.03,722.65,55.62,14.55,5.79,0.0
20230806:1310,17844.14,164.6,50.18,14.77,5.03,0.0
20230806:1410,31325.15,276.11,42.33,16.26,4.62,0.0
20230806:1510,38211.62,329.57,33.22,14.56,5.03,0.0
20230806:1610,8378.82,86.08,23.57,13.84,6.62,0.0
20230806:1710,5288.74,59.6,13.85,13.47,5.79,0.0
20230806:1810,1166.26,20.82,4.46,13.27,6.0,0.0
20230806:1910,0.0,0.0,0.0,12.52,5.72,0.0
20230806:2010,0.0,0.0,0.0,12.25,5.45,0.0
20230806:2110,0.0,0.0,0.0,12.03,5.31,0.0
20230806:2210,0.0,0.0,0.0,11.74,5.72,0.0
20230806:2310,0.0,0.0,0.0,11.2,5.52,0.0
20230807:0010,0.0,0.0,0.0,10.88,5.38,0.0
20230807:0110,0.0,0.0,0.0,10.75,4.97,0.0
20230807:0210,0.0,0.0,0.0,10.66,5.03,0.0
20230807:0310,0.0,0.0,0.0,10.5,5.38,0.0
20230807:0410,0.0,4.53,1.99,10.29,5.52,0.0
20230807:0510,1552.16,24.6,11.26,10.08,5.45,0.0
20230807:0610,3552.88,43.52,20.93,9.89,5.31,0.0
20230807:0710,15168.45,140.0,30.64,10.17,5.1,0.0
20230807:0810,21593.54,191.34,39.93,10.37,5.45,0.0
20230807:0910,17048.13,155.14,48.16,10.44,5.66,0.0
20230807:1010,16556.85,151.36,54.31,10.62,5.45,0.0
20230807:1110,16897.18,154.19,57.0,10.97,6.21,0.0
20230807:1210,13552.21,127.71,55.35,11.39,4.76,0.0
20230807:1310,10390.93,102.17,49.93,11.95,5.03,0.0
20230807:1410,13506.64,127.71,42.1,12.0,4.41,0.0
20230807:1510,15486.0,143.79,32.99,12.16,4.83,0.0
20230807:1610,15530.14,144.68,23.34,12.37,4.41,0.0
20230807:1710,9592.06,100.27,13.63,12.64,3.31,0.0
20230807:1810,1426.85,23.53,4.23,12.71,3.66,0.0
20230807:1910,0.0,0.0,0.0,12.63,3.1,0.0
20230807:2010,0.0,0.0,0.0,12.38,2.97,0.0
20230807:2110,0.0,0.0,0.0,12.34,2.97,0.0
20230807:2210,0.0,0.0,0.0,12.02,2.9,0.0
20230807:2310,0.0,0.0,0.0,11.72,2.83,0.0
20230808:0010,0.0,0.0,0.0,11.42,2.83,0.0
20230808:0110,0.0,0.0,0.0,11.36,2.9,0.0
20230808:0210,0.0,0.0,0.0,11.07,2.83,0.0
20230808:0310,0.0,0.0,0.0,10.81,2.76,0.0
20230808:0410,0.0,0.91,1.79,10.58,2.76,0.0
20230808:0510,5594.9,77.43,11.07,10.87,2.69,0.0
20230808:0610,28751.98,270.79,20.75,11.97,2.62,0.0
20230808:0710,57210.62,488.65,30.45,13.0,3.45,0.0
20230808:0810,53449.84,456.13,39.73,14.65,3.93,0.0
20230808:0910,73545.33,628.19,47.94,15.66,4.55,0.0
20230808:1010,84978.62,731.3,54.05,16.77,5.03,0.0
20230808:1110,94667.52,819.5,56.72,17.73,5.59,0.0
20230808:1210,69860.02,602.13,55.07,18.08,5.52,0.0
20230808:1310,81795.98,705.81,49.67,18.54,5.59,0.0
20230808:1410,77719.07,670.38,41.85,19.0,5.31,0.0
20230808:1510,55352.3,480.71,32.76,18.64,4.55,0.0
20230808:1610,20421.58,190.16,23.12,18.01,3.93,0.0
20230808:1710,9650.45,104.29,13.4,17.34,3.52,0.0
20230808:1810,452.83,12.67,3.99,16.63,2.97,0.0
20230808:1910,0.0,0.0,0.0,16.39,2.41,0.0
20230808:2010,0.0,0.0,0.0,15.99,2.21,0.0
20230808:2110,0.0,0.0,0.0,15.65,2.21,0.0
20230808:2210,0.0,0.0,0.0,15.27,2.28,0.0
20230808:2310,0.0,0.0,0.0,14.85,2.14,0.0
20230809:0010,0.0,0.0,0.0,14.44,1.93,0.0
20230809:0110,0.0,0.0,0.0,13.73,1.93,0.0
20230809:0210,0.0,0.0,0.0,12.99,2.07,0.0
20230809:0310,0.0,0.0,0.0,12.94,2.14,0.0
20230809:0410,0.0,0.91,1.58,12.94,2.48,0.0
20230809:0510,1166.26,20.81,10.88,13.1,2.76,0.0
20230809:0610,12160.96,117.95,20.56,13.4,3.24,0.0
20230809:0710,20709.23,187.48,30.25,13.49,3.1,0.0
20230809:0810,18877.97,173.11,39.52,14.24,3.24,0.0
20230809:0910,18292.7,168.38,47.71,14.4,3.45,0.0
20230809:1010,14249.97,135.28,53.79,14.43,3.45,0.0
20230809:1110,12719.17,122.98,56.43,14.91,3.03,0.0
20230809:1210,98824.18,872.37,54.79,14.91,2.28,0.0
20230809:1310,92560.0,818.36,49.4,15.81,1.93,0.0
20230809:1410,29686.13,265.29,41.61,16.8,2.07,0.0
20230809:1510,29095.17,260.47,32.53,17.21,2.34,0.0
20230809:1610,23973.04,221.73,22.89,17.49,2.41,0.0
20230809:1710,9609.15,106.83,13.17,17.04,2.21,0.0
20230809:1810,981.14,19.01,3.75,16.51,1.79,0.0
20230809:1910,0.0,0.0,0.0,15.77,1.79,0.0
20230809:2010,0.0,0.0,0.0,14.66,1.86,0.0
20230809:2110,0.0,0.0,0.0,13.92,1.79,0.0
20230809:2210,0.0,0.0,0.0,12.99,1.72,0.0
20230809:2310,0.0,0.0,0.0,11.94,1.66,0.0
20230810:0010,0.0,0.0,0.0,11.09,1.59,0.0
20230810:0110,0.0,0.0,0.0,10.32,1.45,0.0
20230810:0210,0.0,0.0,0.0,9.8,1.31,0.0
20230810:0310,0.0,0.0,0.0,10.12,1.1,0.0
20230810:0410,0.0,0.91,1.38,10.05,1.03,0.0
20230810:0510,6254.21,77.33,10.69,10.35,0.83,0.0
20230810:0610,25065.25,235.82,20.37,12.46,0.28,0.0
20230810:0710,50506.43,446.17,30.06,14.93,0.34,0.0
20230810:0810,80131.33,719.63,39.32,16.64,0.41,0.0
20230810:0910,97217.9,894.08,47.48,17.94,0.69,0.0
20230810:1010,109351.81,1021.95,53.53,18.71,1.03,0.0
20230810:1110,92285.17,843.87,56.15,19.64,1.38,0.0
20230810:1210,88112.85,801.34,54.5,20.22,1.59,0.0
20230810:1310,71490.5,641.77,49.13,20.25,1.45,0.0
20230810:1410,66751.42,597.64,41.35,20.61,1.38,0.0
20230810:1510,52507.15,469.85,32.28,20.71,1.45,0.0
20230810:1610,33136.48,314.21,22.65,20.56,1.38,0.0
20230810:1710,8800.32,114.81,12.93,20.08,1.1,0.0
20230810:1810,965.47,19.01,3.5,19.02,1.17,0.0
20230810:1910,0.0,0.0,0.0,17.79,1.45,0.0
20230810:2010,0.0,0.0,0.0,15.97,1.38,0.0
20230810:2110,0.0,0.0,0.0,15.23,1.17,0.0
20230810:2210,0.0,0.0,0.0,14.88,1.1,0.0
20230810:2310,0.0,0.0,0.0,14.03,1.17,0.0
20230811:0010,0.0,0.0,0.0,12.93,1.45,0.0
20230811:0110,0.0,0.0,0.0,12.14,1.59,0.0
20230811:0210,0.0,0.0,0.0,11.77,1.66,0.0
20230811:0310,0.0,0.0,0.0,11.37,1.66,0.0
20230811:0410,0.0,0.0,0.0,10.95,1.52,0.0
20230811:0510,4843.02,71.59,10.49,11.12,1.31,0.0
20230811:0610,27511.68,265.57,20.18,14.3,0.62,0.0
20230811:0710,55927.6,494.36,29.87,16.56,1.17,0.0
20230811:0810,79517.58,709.48,39.11,18.78,1.38,0.0
20230811:0910,96090.1,882.38,47.24,20.73,1.38,0.0
20230811:1010,104400.56,979.9,53.26,22.22,1.38,0.0
20230811:1110,110435.47,1055.82,55.85,23.35,1.31,0.0
20230811:1210,105451.47,1008.83,54.2,24.28,1.17,0.0
20230811:1310,95429.36,905.58,48.85,24.95,0.97,0.0
20230811:1410,80722.29,755.29,41.09,25.4,0.76,0.0
20230811:1510,58322.77,540.39,32.04,25.56,0.62,0.0
20230811:1610,32458.66,317.71,22.41,25.44,0.69,0.0
20230811:1710,7997.18,112.02,12.69,24.85,1.03,0.0
20230811:1810,790.32,17.2,3.25,23.15,1.93,0.0
20230811:1910,0.0,0.0,0.0,21.75,2.07,0.0
20230811:2010,0.0,0.0,0.0,20.42,2.14,0.0
20230811:2110,0.0,0.0,0.0,19.5,2.14,0.0
20230811:2210,0.0,0.0,0.0,18.82,2.14,0.0
20230811:2310,0.0,0.0,0.0,18.22,2.07,0.0
20230812:0010,0.0,0.0,0.0,17.64,2.0,0.0
20230812:0110,0.0,0.0,0.0,17.08,1.93,0.0
20230812:0210,0.0,0.0,0.0,16.63,1.86,0.0
20230812:0310,0.0,0.0,0.0,15.98,1.86,0.0
20230812:0410,0.0,0.0,0.0,15.49,1.86,0.0
20230812:0510,5080.83,71.2,10.29,15.52,1.59,0.0
20230812:0610,25053.86,243.12,19.98,17.6,1.24,0.0
20230812:0710,44760.59,400.01,29.67,20.15,1.93,0.0
20230812:0810,31198.42,284.13,38.89,22.15,2.41,0.0
20230812:0910,48726.43,440.02,47.01,24.13,2.41,0.0
20230812:1010,36415.95,335.41,52.99,25.76,2.28,0.0
20230812:1110,93653.63,877.52,55.56,27.02,2.34,0.0
20230812:1210,103482.08,985.13,53.91,27.64,2.14,0.0
20230812:1310,93025.65,876.95,48.57,28.07,2.0,0.0
20230812:1410,78752.9,731.2,40.83,28.33,2.07,0.0
20230812:1510,21308.74,205.52,31.79,28.03,2.21,0.0
20230812:1610,2323.97,34.06,22.16,24.99,2.41,0.0
20230812:1710,2816.67,38.79,12.44,23.44,1.93,0.0
20230812:1810,506.94,13.58,3.0,21.26,1.24,0.0
20230812:1910,0.0,0.0,0.0,22.39,1.86,0.0
20230812:2010,0.0,0.0,0.0,21.41,2.0,0.0
20230812:2110,0.0,0.0,0.0,20.48,2.0,0.0
20230812:2210,0.0,0.0,0.0,19.89,1.72,0.0
20230812:2310,0.0,0.0,0.0,19.39,1.38,0.0
20230813:0010,0.0,0.0,0.0,18.86,1.1,0.0
20230813:0110,0.0,0.0,0.0,18.1,0.97,0.0
20230813:0210,0.0,0.0,0.0,17.72,0.97,0.0
20230813:0310,0.0,0.0,0.0,16.86,1.17,0.0
20230813:0410,0.0,0.0,0.0,16.55,1.24,0.0
20230813:0510,4435.76,53.67,10.1,17.24,0.83,0.0
20230813:0610,11014.64,111.44,19.79,19.08,1.1,0.0
20230813:0710,24239.33,223.97,29.47,20.15,1.24,0.0
20230813:0810,32286.35,293.43,38.68,21.0,1.24,0.0
20230813:0910,12146.72,122.03,46.77,21.69,1.24,0.0
20230813:1010,13653.31,135.28,52.72,22.27,1.38,0.0
20230813:1110,14812.45,145.68,55.26,22.93,1.31,0.0
20230813:1210,17219.01,167.44,53.6,24.35,1.31,0.0
20230813:1310,32250.75,299.56,48.28,25.45,1.38,0.0
20230813:1410,70530.72,649.82,40.56,25.76,1.24,0.0
20230813:1510,24341.86,230.6,31.53,25.74,1.1,0.0
20230813:1610,10524.78,109.75,21.91,25.3,1.24,0.0
20230813:1710,7777.89,102.54,12.18,24.07,0.21,0.0
20230813:1810,0.0,5.43,2.74,22.96,0.69,0.0
20230813:1910,0.0,0.0,0.0,20.96,1.24,0.0
20230813:2010,0.0,0.0,0.0,20.24,0.9,0.0
20230813:2110,0.0,0.0,0.0,19.72,0.41,0.0
20230813:2210,0.0,0.0,0.0,18.1,1.1,0.0
20230813:2310,0.0,0.0,0.0,17.51,1.31,0.0
20230814:0010,0.0,0.0,0.0,17.21,1.38,0.0
20230814:0110,0.0,0.0,0.0,16.9,1.38,0.0
20230814:0210,0.0,0.0,0.0,16.65,1.45,0.0
20230814:0310,0.0,0.0,0.0,16.69,1.45,0.0
20230814:0410,0.0,0.0,0.0,16.5,1.59,0.0
20230814:0510,3014.61,39.73,9.9,16.97,1.31,0.0
20230814:0610,13191.94,131.1,19.59,19.8,1.1,0.0
20230814:0710,4962.64,58.65,29.27,21.14,1.03,0.0
20230814:0810,53869.92,486.54,38.47,23.01,1.24,0.0
20230814:0910,89877.18,833.36,46.52,24.83,1.66,0.0
20230814:1010,99590.29,943.36,52.44,26.61,1.79,0.0
20230814:1110,104369.23,1005.01,54.95,27.9,1.72,0.0
20230814:1210,96598.46,928.34,53.3,28.92,1.59,0.0
20230814:1310,89914.21,858.49,47.99,29.49,1.52,0.0
20230814:1410,71534.64,669.72,40.29,29.64,1.59,0.0
20230814:1510,49325.94,460.62,31.27,29.65,1.59,0.0
20230814:1610,19636.96,195.48,21.65,29.43,1.52,0.0
20230814:1710,6239.97,74.15,11.93,28.61,1.1,0.0
20230814:1810,0.0,4.53,2.47,27.07,1.72,0.0
20230814:1910,0.0,0.0,0.0,25.79,1.66,0.0
20230814:2010,0.0,0.0,0.0,24.34,1.66,0.0
20230814:2110,0.0,0.0,0.0,23.09,1.38,0.0
20230814:2210,0.0,0.0,0.0,22.17,1.45,0.0
20230814:2310,0.0,0.0,0.0,21.3,1.59,0.0
20230815:0010,0.0,0.0,0.0,20.44,1.45,0.0
20230815:0110,0.0,0.0,0.0,19.69,1.31,0.0
20230815:0210,0.0,0.0,0.0,19.16,1.31,0.0
20230815:0310,0.0,0.0,0.0,18.83,1.45,0.0
20230815:0410,0.0,0.0,0.0,18.5,1.52,0.0
20230815:0510,4867.23,67.53,9.69,18.28,1.17,0.0
20230815:0610,24579.66,245.09,19.4,21.36,0.83,0.0
20230815:0710,50285.71,462.39,29.07,23.35,0.48,0.0
20230815:0810,70536.42,658.88,38.25,25.46,0.28,0.0
20230815:0910,84628.32,810.7,46.28,27.11,0.41,0.0
20230815:1010,95752.61,930.6,52.16,28.44,0.9,0.0
20230815:1110,103215.79,997.28,54.65,28.22,1.59,0.0
20230815:1210,70544.96,656.94,52.99,28.44,1.93,0.0
20230815:1310,44911.54,418.15,47.7,28.65,1.45,0.0
20230815:1410,5187.63,62.43,40.01,28.08,1.1,0.0
20230815:1510,15748.02,157.25,31.0,27.32,0.28,0.0
20230815:1610,12094.03,125.01,21.39,27.23,0.48,0.0
20230815:1710,1077.97,20.81,11.66,26.3,1.1,0.0
20230815:1810,0.0,0.91,2.2,25.15,1.52,0.0
20230815:1910,0.0,0.0,0.0,23.8,0.55,0.0
20230815:2010,0.0,0.0,0.0,22.64,1.24,0.0
20230815:2110,0.0,0.0,0.0,21.67,1.52,0.0
20230815:2210,0.0,0.0,0.0,20.99,1.45,0.0
20230815:2310,0.0,0.0,0.0,20.31,1.52,0.0
20230816:0010,0.0,0.0,0.0,19.76,1.59,0.0
20230816:0110,0.0,0.0,0.0,19.18,1.45,0.0
20230816:0210,0.0,0.0,0.0,19.4,0.9,0.0
20230816:0310,0.0,0.0,0.0,19.87,0.48,0.0
20230816:0410,0.0,0.0,0.0,19.44,0.55,0.0
20230816:0510,4750.46,66.19,9.49,18.57,0.83,0.0
20230816:0610,24413.06,242.8,19.2,20.57,0.69,0.0
20230816:0710,39547.33,358.86,28.86,21.19,0.83,0.0
20230816:0810,73854.34,673.67,38.03,22.54,0.9,0.0
20230816:0910,90075.12,844.83,46.03,24.68,1.03,0.0
20230816:1010,98686.05,944.2,51.88,26.21,1.17,0.0
20230816:1110,102871.18,1000.5,54.34,27.11,1.03,0.0
20230816:1210,95843.74,927.09,52.67,27.78,0.97,0.0
20230816:1310,85494.11,819.22,47.4,28.19,0.76,0.0
20230816:1410,43430.58,405.88,39.73,28.4,0.69,0.0
20230816:1510,27407.73,260.92,30.73,28.42,0.9,0.0
20230816:1610,30221.55,299.44,21.13,27.2,1.38,0.0
20230816:1710,6781.09,98.92,11.4,25.68,2.0,0.0
20230816:1810,125.31,8.15,1.93,24.19,2.14,0.0
20230816:1910,0.0,0.0,0.0,22.94,1.86,0.0
20230816:2010,0.0,0.0,0.0,22.17,1.93,0.0
20230816:2110,0.0,0.0,0.0,21.65,2.28,0.0
20230816:2210,0.0,0.0,0.0,21.26,2.28,0.0
20230816:2310,0.0,0.0,0.0,20.76,2.28,0.0
20230817:0010,0.0,0.0,0.0,20.21,2.14,0.0
20230817:0110,0.0,0.0,0.0,19.76,2.07,0.0
20230817:0210,0.0,0.0,0.0,19.21,1.66,0.0
20230817:0310,0.0,0.0,0.0,18.65,1.45,0.0
20230817:0410,0.0,0.0,0.0,18.18,1.45,0.0
20230817:0510,1570.67,25.54,9.29,18.24,1.52,0.0
20230817:0610,21698.91,211.86,19.0,19.77,1.59,0.0
20230817:0710,51103.09,460.28,28.66,21.36,1.59,0.0
20230817:0810,73206.42,662.39,37.8,23.2,1.66,0.0
20230817:0910,89545.39,831.97,45.78,24.79,1.52,0.0
20230817:1010,97938.45,935.22,51.59,26.06,1.17,0.0
20230817:1110,101549.71,990.45,54.02,27.01,0.83,0.0
20230817:1210,97525.49,955.21,52.35,27.65,0.55,0.0
20230817:1310,87153.07,841.4,47.09,28.05,0.48,0.0
20230817:1410,70439.58,667.45,39.44,28.03,0.28,0.0
20230817:1510,46070.67,430.87,30.46,27.57,0.41,0.0
20230817:1610,30654.45,304.55,20.86,26.53,0.83,0.0
20230817:1710,2887.87,39.73,11.13,24.82,0.48,0.0
20230817:1810,0.0,1.81,1.65,22.75,1.03,0.0
20230817:1910,0.0,0.0,0.0,20.83,1.45,0.0
20230817:2010,0.0,0.0,0.0,20.21,1.45,0.0
20230817:2110,0.0,0.0,0.0,19.79,0.9,0.0
20230817:2210,0.0,0.0,0.0,19.87,0.14,0.0
20230817:2310,0.0,0.0,0.0,19.58,0.21,0.0
20230818:0010,0.0,0.0,0.0,19.11,0.34,0.0
20230818:0110,0.0,0.0,0.0,18.41,0.62,0.0
20230818:0210,0.0,0.0,0.0,17.5,0.9,0.0
20230818:0310,0.0,0.0,0.0,17.1,1.03,0.0
20230818:0410,0.0,0.0,0.0,16.8,1.24,0.0
20230818:0510,2326.82,33.11,9.08,17.15,0.9,0.0
20230818:0610,21718.85,211.82,18.8,18.95,1.03,0.0
20230818:0710,50446.62,452.79,28.45,19.08,0.76,0.0
20230818:0810,74599.09,677.26,37.58,21.08,0.76,0.0
20230818:0910,89334.64,835.18,45.53,22.91,0.69,0.0
20230818:1010,99286.98,951.11,51.3,24.46,0.76,0.0
20230818:1110,102525.15,993.86,53.7,25.71,0.83,0.0
20230818:1210,100414.78,976.48,52.03,26.62,0.76,0.0
20230818:1310,91057.68,877.02,46.78,27.28,0.62,0.0
20230818:1410,75185.78,713.41,39.15,27.65,0.34,0.0
20230818:1510,53909.79,505.84,30.18,27.59,0.34,0.0
20230818:1610,28186.66,280.83,20.58,27.45,0.83,0.0
20230818:1710,6446.45,91.47,10.85,26.89,0.9,0.0
20230818:1810,0.0,2.72,1.37,25.6,1.17,0.0
20230818:1910,0.0,0.0,0.0,24.06,1.52,0.0
20230818:2010,0.0,0.0,0.0,23.13,1.79,0.0
20230818:2110,0.0,0.0,0.0,21.72,1.79,0.0
20230818:2210,0.0,0.0,0.0,21.09,1.72,0.0
20230818:2310,0.0,0.0,0.0,20.23,1.66,0.0
20230819:0010,0.0,0.0,0.0,19.41,1.59,0.0
20230819:0110,0.0,0.0,0.0,18.65,1.52,0.0
20230819:0210,0.0,0.0,0.0,17.98,1.45,0.0
20230819:0310,0.0,0.0,0.0,17.42,1.38,0.0
20230819:0410,0.0,0.0,0.0,17.04,1.52,0.0
20230819:0510,4277.7,61.39,8.88,17.02,1.38,0.0
20230819:0610,24714.94,245.75,18.59,19.59,1.03,0.0
20230819:0710,52208.11,472.55,28.24,21.91,1.38,0.0
20230819:0810,73583.78,669.93,37.35,23.98,1.52,0.0
20230819:0910,89821.65,837.09,45.27,25.7,1.66,0.0
20230819:1010,100108.62,953.28,51.01,27.12,1.72,0.0
20230819:1110,101877.23,982.99,53.38,28.27,1.59,0.0
20230819:1210,99553.26,966.12,51.7,29.17,1.38,0.0
20230819:1310,90607.7,873.45,46.47,29.77,1.17,0.0
20230819:1410,75125.97,713.89,38.85,30.12,0.97,0.0
20230819:1510,53180.7,502.08,29.89,30.17,0.9,0.0
20230819:1610,27622.75,279.15,20.3,29.96,0.83,0.0
20230819:1710,6150.26,88.56,10.57,28.87,0.69,0.0
20230819:1810,0.0,0.0,0.0,26.96,0.76,0.0
20230819:1910,0.0,0.0,0.0,25.22,0.69,0.0
20230819:2010,0.0,0.0,0.0,23.51,1.24,0.0
20230819:2110,0.0,0.0,0.0,22.77,1.79,0.0
20230819:2210,0.0,0.0,0.0,21.77,1.66,0.0
20230819:2310,0.0,0.0,0.0,21.07,1.31,0.0
20230820:0010,0.0,0.0,0.0,21.46,0.97,0.0
20230820:0110,0.0,0.0,0.0,22.1,0.69,0.0
20230820:0210,0.0,0.0,0.0,21.75,0.48,0.0
20230820:0310,0.0,0.0,0.0,21.33,0.34,0.0
20230820:0410,0.0,0.0,0.0,20.96,0.34,0.0
20230820:0510,4236.4,54.55,8.67,20.58,0.62,0.0
20230820:0610,23589.98,237.1,18.39,21.31,0.34,0.0
20230820:0710,48991.3,451.27,28.03,24.2,0.69,0.0
20230820:0810,70039.44,652.16,37.12,26.19,0.62,0.0
20230820:0910,86045.2,820.63,45.01,27.79,0.83,0.0
20230820:1010,95516.22,929.5,50.72,29.07,0.97,0.0
20230820:1110,98375.62,964.49,53.06,29.96,1.1,0.0
20230820:1210,96816.34,948.09,51.37,30.61,1.17,0.0
20230820:1310,87919.18,850.27,46.15,31.02,1.17,0.0
20230820:1410,71084.66,675.25,38.55,31.19,1.1,0.0
20230820:1510,52337.7,495.32,29.6,31.0,1.03,0.0
20230820:1610,26252.86,265.41,20.02,30.02,0.83,0.0
20230820:1710,6000.74,84.3,10.29,28.46,0.62,0.0
20230820:1810,0.0,0.0,0.0,27.14,1.1,0.0
20230820:1910,0.0,0.0,0.0,25.98,1.52,0.0
20230820:2010,0.0,0.0,0.0,24.44,1.59,0.0
20230820:2110,0.0,0.0,0.0,23.27,1.38,0.0
20230820:2210,0.0,0.0,0.0,22.6,1.52,0.0
20230820:2310,0.0,0.0,0.0,21.97,1.66,0.0
20230821:0010,0.0,0.0,0.0,21.35,1.59,0.0
20230821:0110,0.0,0.0,0.0,20.89,1.52,0.0
20230821:0210,0.0,0.0,0.0,19.73,1.52,0.0
20230821:0310,0.0,0.0,0.0,19.32,1.38,0.0
20230821:0410,0.0,0.0,0.0,19.09,1.24,0.0
20230821:0510,3671.07,47.57,8.46,19.39,1.03,0.0
20230821:0610,21792.9,217.7,18.18,21.65,0.48,0.0
20230821:0710,44771.98,409.8,27.82,23.41,0.9,0.0
20230821:0810,69639.3,644.61,36.89,24.93,0.55,0.0
20230821:0910,85434.3,812.79,44.75,26.38,0.55,0.0
20230821:1010,95607.36,926.34,50.42,27.73,0.83,0.0
20230821:1110,97180.88,961.27,52.73,28.56,0.41,0.0
20230821:1210,70597.65,674.48,51.04,29.03,0.41,0.0
20230821:1310,38725.68,364.4,45.83,29.17,0.83,0.0
